Date,RegionName,DaysOnZillow_AllHomes,InventorySeasonallyAdjusted_AllHomes,InventoryRaw_AllHomes,MedianListingPricePerSqft_AllHomes,MedianListingPrice_AllHomes,MedianPctOfPriceReduction_AllHomes,MedianPriceCutDollar_AllHomes,MedianRentalPricePerSqft_AllHomes,MedianRentalPrice_AllHomes,ZHVIPerSqft_AllHomes,PctOfHomesDecreasingInValues_AllHomes,PctOfHomesIncreasingInValues_AllHomes,PctOfHomesSellingForGain_AllHomes,PctOfHomesSellingForLoss_AllHomes,PctOfListingsWithPriceReductionsSeasAdj_AllHomes,PctOfListingsWithPriceReductions_AllHomes,PriceToRentRatio_AllHomes,Sale_Counts,Sale_Counts_Seas_Adj,Sale_Prices,ZHVI_AllHomes,ZRI_AllHomes,ZriPerSqft_AllHomes
3/31/17,Ohio,97,41077,36698,93.55509356,144900,3.780780781,5000,0.824195862,1000,87,16.55,76.28,,,12.9537053,12.38660544,9.55,15872,16922,134300,126100,1108,0.78
3/31/17,Oklahoma,102.75,20283,20004,96.93269803,172900,2.84463895,5000,0.782657658,1050,80,20.5,72.63,,,15.3948118,14.51923739,10.14,4681,4199,139400,116400,954,0.682
3/31/17,Oregon,78.75,14269,11763,188.5106006,329900,2.949852507,10000,1.206505295,1650,194,4.44,93.18,,,9.821875517,8.602193261,15.29,5876,6580,299900,303500,1651,1.084
3/31/17,Pennsylvania,116.5,54392,49341,113.6976563,189000,3.462068966,5500,1.03326028,1325,114,21.84,69.16,,,14.67814349,13.67674846,10.8,14098,16987,156500,157900,1231,0.896
3/31/17,RhodeIsland,127.5,4508,3951,185.2483321,279300,3.462068966,10000,1.494565217,2000,180,8.05,86.49,,,11.34134018,9.808837355,12.54,,,,249900,1646,1.228
3/31/17,SouthCarolina,103.5,31057,30467,117.3663446,225000,2.5,5000,0.891089109,1275,93,17.59,74.52,,,12.57729282,12.74998969,10.13,9273,8944,178100,143700,1196,0.786
3/31/17,SouthDakota,,3103,2829,141.1812403,209000,3.175611305,6000,0.917792793,1117.5,138,,,,,10.41506516,8.716402914,11.48,,,,169500,1201,0.986
3/31/17,Tennessee,98.5,30248,27862,113.1578947,208900,3.032140691,5400,0.795228628,1200,90,,,,,10.7849461,10.33047339,10.37,11138,11320,163200,138800,1112,0.728
3/31/17,Texas,74.75,93794,89513,117.1676006,263837.5,2.77779321,8256.5,0.898086135,1475,93,,,95.66,4.34,15.03247285,14.27580991,9.61,33575,34053,208600,164000,1419,0.846
3/31/17,UnitedStates,95.25,,,,,,,,,,,,,,,,,,,,,,
3/31/17,Utah,80.75,8205,7623,166.568287,315000,2.63227165,10000,0.955414013,1350,168,,,,,8.927986725,8.190833138,14.16,5095,4974,263900,246200,1454,1.02
3/31/17,Vermont,189.5,6497,5821,146.1747492,239000,4.682274247,10000,1.26875,,161,29.5,59.3,,,8.822589754,8.141816143,11.13,718,921,,219700,1534,1.126
3/31/17,Virginia,91,40841,37778,148.2545567,289000,2.739726027,8925.5,1.030989395,1550,145,17.23,71.44,,,14.10480884,13.07642347,13.33,10600,11881,264600,242600,1512,0.932
3/31/17,Washington,65.5,19013,14929,190.7790143,329000,3.19027771,10000,1.238738739,1800,197,4.83,93.4,,,7.385956739,6.268325541,15.32,10304,11703,315900,326000,1742,1.084
3/31/17,WestVirginia,143.75,9936,9258,90.34253092,149900,4.1400389,5210,0.777777778,1000,74,33.02,58.36,,,12.93416603,12.2690833,9.51,534,610,1.45E+05,102900,905,0.684
3/31/17,Wisconsin,112.75,31013,27531,124.9736842,184900,3.335557038,5100,0.98629108,1195,111,14.9,79.14,,,10.14604595,9.336428181,11.4,5964,7504,165900,163900,1195,0.91
3/31/17,Wyoming,109.75,4159,3773,148.6486486,235000,3.334444815,7600,0.928776168,1050,148,,,,,9.956853491,9.481875896,13.38,433,475,229200,193500,1197,0.924
4/30/17,Alabama,105.5,27883,27234,95.37444934,189900,3.188745604,5100,0.689484127,1000,77,29.78,60.57,,,12.09657127,12.58451993,10.12,5502,5346,138500,125000,999,0.644
4/30/17,Alaska,91.5,3301,3118,166.015625,275000,2.404761905,6000,1.210526316,1540,183,,,,,10.57732285,9.746404239,12.18,496,506,323200,266900,,1.276
4/30/17,Arizona,70.75,31474,31842,142.0904983,267000,2.051282051,5100,0.891791045,1350,133,7.98,86.06,,,16.68324421,16.57091281,14.21,14112,13108,227400,221600,1286,0.818
4/30/17,Arkansas,99.75,16759,16690,91.22045945,159500,3.458213256,5000,0.745636292,1100,76,22.3,69.35,,,11.03809099,11.42049666,10.26,2895,2944,134500,118500,945,0.628
4/30/17,California,56.75,64427,59941,298.7552718,499900,2.78551532,14500,1.84,2600,327,8.99,85.38,91.86,8.14,11.16144341,10.16097923,17.08,38807,38787,446500,498100,2439,1.566
4/30/17,Colorado,56.5,21188,18670,218.0540888,399000,2.63227165,10000,1.375800395,1800,206,5.63,91.28,95.94,4.06,9.55926287,8.910394477,14.64,9755,10758,324900,329800,1828,1.18
4/30/17,Connecticut,124.25,19379,18476,171.0310966,310000,3.552669523,10000,1.351351351,1800,154,31.1,55.13,,,14.72995567,15.39994832,11.63,3005,3751,228500,243700,1763,1.184
4/30/17,Delaware,114,6469,6340,139.9186514,271900,2.985074627,9001,0.902593295,1300,142,25.74,63.66,,,13.53911263,13.81978336,12.79,1155,1386,232800,221100,1381,0.928
4/30/17,DistrictofColumbia,54.875,1165,1114,503.1446541,550000,2.989536622,15900,2.96735905,2600,497,9.11,84.27,,,13.0497024,12.89048474,16.99,685,726,531900,548600,2655,2.26
4/30/17,Florida,97.75,140745,142696,157.3291367,279000,2.865329513,9500,1.25464684,1700,131,9.54,85.67,,,14.77821578,14.99779404,11.01,41846,40235,206100,205900,1544,1.058
4/30/17,Georgia,79.25,51626,50815,104.9475262,229900,2.820512821,7500,0.758317025,1300,88,18.53,74.43,,,11.11571673,11.07046504,10.42,16425,16280,172900,154600,1222,0.716
4/30/17,Hawaii,82,6948,6886,484.1549296,599000,3.290322581,18000,2.440725244,2399,477,10.1,84.39,,,9.417397416,9.527622098,19.99,1506,1412,,605600,2452,1.97
4/30/17,Idaho,67.75,8895,7972,134.056693,264900,2.565418163,6000,0.836141871,1195,117,,,,,11.24711996,10.63794532,12.96,2498,2265,199900,188300,1200,0.752
4/30/17,Illinois,97.25,53488,51490,135.5303718,215900,2.949852507,6400,1.260830543,1600,131,23.85,67.14,,,14.72411554,15.08784438,9.64,17023,18951,194400,168200,1470,1.11
4/30/17,Indiana,84.5,23756,22214,92.12755356,159900,3.076923077,5000,0.783046129,1050,79,,,,,13.81746713,13.71146015,9.17,9229,8708,,120800,1098,0.722
4/30/17,Iowa,87.75,12940,12409,126.4250661,169900,3.105122196,5000,1.015541265,1095,108,31.53,59.14,,,10.7239794,10.95179006,9.99,3534,3996,,126700,1051,0.884
4/30/17,Kansas,67.25,10931,10829,107.7717391,167009.5,3.335557038,5050,0.869565217,1100,,,,,,12.50352243,12.91693725,9.97,2798,2876,,125100,1047,0.774
4/30/17,Kentucky,78.25,16478,15625,103.6601784,169900,3.389830508,5000,0.848254252,1095,97,17.84,75.43,,,11.53720051,11.89550187,10.62,3984,4429,149100,133900,1057,0.778
4/30/17,Louisiana,84.5,16742,16028,115.0296638,2.00E+05,3.030945983,5900,0.923564085,1275,97,,,,,13.92020434,14.25784637,,3413,3709,161100,,1265,0.772
4/30/17,Maine,150.75,9100,7814,154.3089313,225000,4.034040404,10000,1.368821293,1797.5,157,35.12,54.2,,,9.741114099,9.148587802,11.31,,,,203400,1443,1.12
4/30/17,Maryland,97.25,21488,20780,175.7805396,299900,2.996811987,10000,1.305096419,1700,174,22.29,64.95,,,14.95270833,14.91842684,12.66,9692,10715,2.60E+05,268600,1760,1.194
4/30/17,Massachusetts,85.75,16636,15344,238.6363636,421900,3.134796238,10865,2.69058296,2600,232,9.2,84.03,,,11.1484288,11.03296276,14.37,5410,7260,346500,371700,2179,1.366
4/30/17,Michigan,83.25,43547,38055,117.0512821,161000,4,6000,0.964126475,1050,102,13.72,81.44,,,11.48154969,10.62554986,9.84,14125,17789,,132700,1116,0.9
4/30/17,Minnesota,72.875,19175,17816,169.0338164,245000,3.008613767,9900,1.220238095,1475,166,14.47,80.16,,,11.54601233,11.37347158,11.79,7235,8015,215400,206700,1424,1.162
4/30/17,Mississippi,102.25,12504,12309,90.19708531,172955.5,3.460207612,5100,0.763574661,1100,69,,,,,11.53689421,11.97040597,8.82,1520,1620,,112500,1051,0.672
4/30/17,Missouri,74.25,29460,28666,104.9171271,164900,3.390979993,5100,0.819263645,925,104,,,,,11.06428462,11.64248986,10.76,7624,7420,167800,140600,1072,0.838
4/30/17,Montana,96.875,6344,5980,174.0373803,295000,3.433476395,10000,1,1200,159,,,,,8.164391174,8.132850756,13.62,848,990,254700,201000,1227,0.96
4/30/17,Nebraska,64,4759,4382,128.2105814,191955,3.166248956,5900,1.02016844,,108,11.43,81.13,,,11.80134214,12.09540034,9.88,1808,1987,164900,148200,1253,0.91
4/30/17,Nevada,65,16351,15777,142.9064889,270000,2.341137124,8000,0.843679458,1350,136,4.37,92.89,,,12.18552202,10.74484147,14.8,5233,5141,233600,237700,1301,0.81
4/30/17,NewHampshire,99.25,6976,5998,153.0612245,274900,3.449465333,10000,1.266714209,1600,149,13.09,80.74,,,8.932002632,8.370812299,11.92,,,,244000,1687,1.094
4/30/17,NewJersey,131.25,49133,48262,173.5341825,299000,3.597122302,10000,1.444723618,1950,180,22.07,65.83,,,13.15214873,13.92344169,12.06,11998,14655,267300,303100,2055,1.24
4/30/17,NewMexico,91.75,11598,11114,128.401553,217000,3.030486707,6500,0.815217391,1150,94,,,,,11.42171485,11.3753878,12.23,1991,2073,196900,173700,1189,0.676
4/30/17,NewYork,155,65324,62096,184.4135802,349990,4.00160064,10000,,3275,141,18.13,74.95,,,9.510891116,9.901716601,10.72,14180,18228,281300,293500,2174,1.178
4/30/17,NorthCarolina,83.75,50316,49527,119.5912263,245000,2.844276055,7000,0.78125,1250,102,15.88,77.68,,,10.11728149,10.44668851,11.36,14735,15250,183400,159700,1168,0.742
4/30/17,NorthDakota,110.75,3037,2864,,,2.873563218,5100,0.93,1350,179,,,,,14.48996742,13.79893668,12.83,576,673,212900,201800,1323,1.11
4/30/17,Ohio,82.75,39569,36980,95.65570196,149900,3.694779116,5000,0.847107438,1075,87,16.94,75.58,,,12.07040927,12.09842037,9.47,15719,16807,132500,126400,1110,0.78
4/30/17,Oklahoma,91,20079,19714,97.8201473,175000,2.756756757,5000,0.791484716,1075,80,23.87,68.31,,,14.97566698,15.23495118,10.02,4312,4175,138800,116300,956,0.68
4/30/17,Oregon,65.25,13949,12328,192.7355184,340000,3.039513678,10000,1.215341959,1695,195,4.99,92.21,,,9.859748092,9.053773024,15.22,5587,5977,299100,305500,1655,1.088
4/30/17,Pennsylvania,103.75,52878,49524,116.2190083,195000,3.436097005,6000,1.0567297,1390,114,22.79,67.81,,,13.84832675,14.59895685,10.71,13868,16267,158200,158300,1230,0.896
4/30/17,RhodeIsland,107.5,4276,4062,189.2744479,289900,3.785831286,10000,1.5156027,2000,181,7.44,87.57,,,10.64275309,10.2148704,12.53,,,,251300,1640,1.23
4/30/17,SouthCarolina,91.5,30655,30568,118.8113695,229900,2.5,5500,0.91622261,1350,94,18.45,73.25,,,12.04896372,12.45300076,10.1,8165,8710,175800,144200,1201,0.788
4/30/17,SouthDakota,,3057,2956,142.0734937,209999.5,3.158277621,7000,0.940549476,1150,139,,,,,9.917353151,9.559512652,11.72,,,,170700,1213,0.99
4/30/17,Tennessee,86.5,29409,27656,114.3602204,214900,3.028619061,6000,0.822884013,1250,90,,,,,10.92700222,11.19973492,10.24,10287,10895,162400,139700,1115,0.73
4/30/17,Texas,67,93395,90926,118.6562036,269900,2.684563758,9000,0.910945039,1500,94,,,95.21,4.79,14.50572123,14.24395561,9.62,30906,32288,205200,165400,1420,0.846
4/30/17,UnitedStates,82.5,,,,,,,,,,,,,,,,,,,,,,
4/30/17,Utah,68.25,8073,7324,169.533616,320000,2.684210526,10000,0.983606557,1395,169,,,,,9.318581816,8.65835253,14.18,4698,4747,264100,248300,1456,1.024
4/30/17,Vermont,185.875,6301,5739,146.7126899,239900,5.05,10000,1.404867257,,162,20.91,70.81,,,7.423530631,7.37104135,12.77,588,845,,221400,1561,1.122
4/30/17,Virginia,74.75,40210,39778,150.7902299,299000,2.632964718,9100,1.055858311,1600,145,17.93,69.93,,,13.46582845,13.54908867,13.3,10742,11155,266400,243600,1515,0.934
4/30/17,Washington,54.5,18349,15822,194.8211696,338000,3.125976868,10000,1.280048154,1850,199,3.9,94.14,,,6.934835404,6.225122994,15.33,10148,10552,316500,329300,1749,1.088
4/30/17,WestVirginia,129.25,9847,9357,91.22426869,151500,4.348771678,6000,0.776129792,1000,75,38.21,54.48,,,11.44097114,12.04641898,9.29,536,560,136500,102500,902,0.682
4/30/17,Wisconsin,90.75,30780,29405,126.3555111,189900,3.548387097,6900.5,1,1200,111,15.67,78.35,,,9.492538402,9.532019089,11.43,6827,7139,164100,164800,1196,0.912
4/30/17,Wyoming,96.25,4248,4014,150.6387081,237000,3.051964469,7000,0.909090909,1100,148,,,,,10.26444475,9.849653045,13.45,405,421,225200,193600,1197,0.924
5/31/17,Alabama,95.25,27594,28465,95.34883721,189900,3.201673181,5100,0.687580037,1000,77,28.94,61.42,,,12.81279467,13.78244093,10.11,6089,5374,137600,125300,1000,0.646
5/31/17,Alaska,78.625,3287,3413,166.383812,279000,2.503128911,6000,1.226309922,1595,183,,,,,13.36698528,14.18402778,12.19,622,511,314500,267400,,1.276
5/31/17,Arizona,69.75,30930,30886,142.7852971,269500,2,5100,0.9,1350,134,8.01,86.21,,,17.52305997,16.9725175,14.17,16247,13473,228200,222600,1290,0.82
5/31/17,Arkansas,88.5,16197,15330,91.83673469,159900,3.450655625,5100,0.749319818,1100,77,22.7,69.05,,,11.31337056,12.06108226,10.26,3561,2970,132900,119300,944,0.628
5/31/17,California,54.5,63661,63528,298.8898377,499999,2.831858407,15000,1.861471861,2650,329,8.24,86.55,92.1,7.9,11.82759779,11.47260866,17.12,45873,39215,448700,501700,2445,1.572
5/31/17,Colorado,53.75,20994,21076,222.3837209,399900,2.600390117,10000,1.383928571,1800,208,5.81,90.81,95.58,4.42,11.19700936,11.26885075,14.7,12216,10236,324200,332400,1836,1.182
5/31/17,Connecticut,105.25,18722,19813,172.7573882,319000,3.484320557,10000,1.374160332,1800,154,34.31,51.43,,,15.24233716,17.44878393,11.62,3999,3531,225600,244000,1760,1.182
5/31/17,Delaware,99.5,6360,6368,140,272900,2.975083674,7400,0.908153702,1350,143,25.7,65.28,,,15.30861707,16.62210857,12.9,1688,1433,2.33E+05,222400,1389,0.93
5/31/17,DistrictofColumbia,53.75,1177,1223,514.8431183,560000,3.474094521,20000,2.965465465,2695,493,14.35,75.57,,,14.77638997,15.34500515,16.68,873,765,529700,543600,2669,2.27
5/31/17,Florida,95.25,138950,137505,157.3551848,279900,2.811053648,9100,1.257253385,1700,132,10.31,84.72,,,15.52208942,15.42903909,11.05,45948,40357,203300,207300,1544,1.058
5/31/17,Georgia,72.75,50569,51511,106.0981629,232140,2.808988764,7682,0.767340997,1325,89,19.14,73.5,,,11.96692606,12.51113189,10.42,20004,17048,173300,155100,1226,0.716
5/31/17,Hawaii,79.75,6721,6693,487.5406284,599900,3.231017771,16000,2.429963459,2394,480,10.52,83.59,,,9.757649046,9.850020268,19.97,1625,1429,,609100,2454,1.968
5/31/17,Idaho,59.25,8622,8470,136.2182369,269900,2.644990548,7000,0.84502551,1195,118,,,,,11.84022692,12.24584461,13.04,3077,2385,199100,190600,1203,0.756
5/31/17,Illinois,85.75,52491,53390,137.8787879,219900,3,7000,1.268742791,1600,131,25.48,65.12,,,15.85837143,16.61308345,9.62,21216,19381,194200,168500,1476,1.114
5/31/17,Indiana,72.5,22697,22453,93.83378016,164900,3.126954346,5000,0.781850366,1075,80,,,,,14.63185672,15.04584568,9.13,11299,9778,,121100,1098,0.724
5/31/17,Iowa,76.75,12569,12449,128.3775607,174900,3.125,5001,1.006410256,1100,108,30.62,60.51,,,10.65529557,11.58963896,10.03,4330,3763,,127000,1050,0.884
5/31/17,Kansas,63.75,10814,10976,110.4100946,173500,3.225806452,5000,0.879746835,1100,,,,,,13.63917882,14.3260857,9.99,3727,2917,,125400,1052,0.774
5/31/17,Kentucky,70.5,15971,15709,105.3527981,173900,3.354574144,5400,0.8509541,1100,97,19.98,72.39,,,12.23998713,13.16719219,10.52,4976,4298,147400,134200,1057,0.78
5/31/17,Louisiana,79.75,17525,18070,117.3565381,205500,3.090909091,6000,0.927419355,1295,97,,,,,14.89351537,15.63306001,,4214,3667,162700,,1266,0.77
5/31/17,Maine,114.25,8624,8380,157.8189026,229000,4.240708268,10000,1.372577076,1800,158,34.57,54.5,,,11.12705378,12.09544707,11.13,,,,203900,1461,1.134
5/31/17,Maryland,85.5,21079,21785,177.9126214,309000,3.032140691,10000,1.311360323,1700,174,25.55,60.51,,,16.81307498,18.13958111,12.58,11514,10344,260500,268400,1761,1.196
5/31/17,Massachusetts,73.25,15944,17350,241.6666667,429000,3.226673846,12600,2.727272727,2600,233,8.89,84.51,,,12.15410586,13.4885461,14.35,7417,6683,3.47E+05,373500,2187,1.372
5/31/17,Michigan,71.75,42668,41149,120.1691897,169000,3.80952381,6000,0.971922246,1099,103,14.15,80.94,,,12.7106088,12.79603069,9.85,18962,18517,,133100,1114,0.9
5/31/17,Minnesota,67.5,18890,19308,171.9463664,249900,3.052464229,10000,1.217899009,1495,167,14.99,78.88,,,12.8590954,13.38375796,11.77,10882,8439,217400,207800,1430,1.166
5/31/17,Mississippi,95.5,12306,12164,91.11212397,175000,3.361344538,5100,0.764957265,1100,69,,,,,11.98821347,12.8440367,8.83,2055,1733,,112900,1050,0.67
5/31/17,Missouri,68,28787,29205,106.6280353,168500,3.389830508,5100,0.819672131,950,104,,,,,11.76552067,12.82066796,10.77,9204,7712,161400,140900,1077,0.838
5/31/17,Montana,78.5,6265,6356,176.3226287,299000,3.225806452,10000,1.025416543,1250,160,,,,,9.365926619,9.857239973,13.55,1103,937,249600,201900,1231,0.96
5/31/17,Nebraska,61,4621,4323,129.1072101,199000,3.03030303,6000,1.046098017,,109,11.79,81.52,,,14.27820242,14.40633931,9.87,2499,1956,168500,149200,1256,0.912
5/31/17,Nevada,62.25,15996,15605,145.3601378,279000,2.301495972,9000,0.855342137,1350,138,3.67,93.91,,,12.66752127,11.54302549,14.89,6531,5481,235500,240600,1303,0.814
5/31/17,NewHampshire,77.875,6465,6618,154.8800854,278692.5,3.460207612,10000,1.213333008,1600,149,13.49,80.02,,,9.845686177,11.00088717,11.94,,,,245300,1688,1.096
5/31/17,NewJersey,116.25,47687,49959,175.8166969,299992,3.573555688,10000,1.462509166,2000,180,23.69,64.39,,,14.22185293,15.99099406,12.01,13684,14053,268300,302800,2055,1.24
5/31/17,NewMexico,81.5,11590,11533,129.8701299,220000,3.140179887,7400,0.83092032,1195,94,,,,,12.1122272,12.93843512,12.28,2612,2209,198100,174700,1187,0.676
5/31/17,NewYork,137.5,63654,65707,181.0943396,349000,4.00160064,10100,,3300,141,18.38,74.45,,,9.982320997,11.49058222,10.78,16610,17704,285700,298900,2168,1.178
5/31/17,NorthCarolina,76,48655,49503,120.8092486,249000,2.853836025,8000,0.783972125,1250,102,17.02,75.96,,,10.55899606,11.71058037,11.34,17260,14926,182500,160300,1172,0.744
5/31/17,NorthDakota,91.875,3178,3173,,,2.679662928,6000,0.939583333,1250,179,,,,,16.00364898,16.64187035,12.83,855,718,219500,201700,1341,1.104
5/31/17,Ohio,73,38137,37428,97.84137275,154900,3.65419049,5000,0.852272727,1050,87,17.69,74.4,,,12.67198697,13.38525441,9.43,18831,16868,131400,126700,1114,0.78
5/31/17,Oklahoma,83,19702,19455,98.11218986,179000,2.599545159,5000,0.793650794,1095,79,31.97,58.38,,,15.6696721,16.48026784,9.8,5353,4304,138700,115300,954,0.68
5/31/17,Oregon,60.5,13770,13366,196.0174238,349900,2.973300971,10000,1.215880893,1725,197,5.82,90.74,,,11.39519278,11.19329888,15.25,6895,5826,2.97E+05,307600,1657,1.09
5/31/17,Pennsylvania,91.25,51825,52459,118.8243065,195000,3.382391843,6000,1.060267857,1395,114,23.18,67.26,,,14.99413922,16.63789142,10.72,17117,15808,158600,158700,1230,0.896
5/31/17,RhodeIsland,86.5,4148,4377,192.657514,299000,3.468918713,10000,1.499109123,2000,182,7.26,88.06,,,10.87024572,12.65959083,12.5,,,,252700,1640,1.236
5/31/17,SouthCarolina,86.75,30028,30504,119.6143617,230000,2.55599473,5400,0.921418637,1350,95,19.78,71.67,,,12.78138932,13.40832713,10.05,8613,8293,169800,144700,1202,0.79
5/31/17,SouthDakota,,3019,3121,143.9949059,212000,3.126954346,8000,0.915799674,1175,140,,,,,9.937723259,10.68785372,11.65,,,,171900,1223,0.996
5/31/17,Tennessee,77.25,28183,27567,115.8284024,219900,2.945245959,6100,0.832375442,1250,91,,,,,11.50916381,12.25913012,10.22,12498,10971,160600,140700,1119,0.73
5/31/17,Texas,64,94361,95312,119.4870712,272000,2.669632925,9000,0.913978495,1500,95,,,95.38,4.62,15.57320835,16.09397978,9.78,37450,31716,203900,167700,1421,0.848
5/31/17,UnitedStates,75.25,,,,,,,,,,,,,,,,,,,,,,
5/31/17,Utah,60.75,7947,7504,171.0882436,325000,2.727272727,10000,0.981308411,1350,170,,,,,10.20527951,10.72845699,14.17,5173,4625,263600,250100,1463,1.028
5/31/17,Vermont,175.125,6117,5868,147.5237092,245000,4.49943757,10000,1.481481481,,162,18.25,74.16,,,7.974547216,9.144618546,11.24,912,811,,224000,1599,1.13
5/31/17,Virginia,69.25,39361,41086,152.2101786,299900,2.597701152,9900,1.07421875,1650,145,18.59,68.99,,,14.5360101,15.79430956,13.28,13201,10957,261700,244200,1519,0.934
5/31/17,Washington,50,18067,18061,200,349000,3.142857143,10000,1.295,1900,201,3.95,94.19,,,8.070817884,7.722672948,15.42,13124,10588,318600,333200,1758,1.094
5/31/17,WestVirginia,110.25,9772,9718,91.83673469,155000,4.166666667,6000,0.761532344,1000,74,41.59,51.06,,,13.09364449,14.10267008,9.17,754,598,138800,102100,901,0.68
5/31/17,Wisconsin,77.25,30115,31483,128.6764706,195000,3.551982625,7000,1,1195,112,15.35,78.74,,,10.18591397,10.87007014,11.55,9104,7263,164500,165300,1192,0.914
5/31/17,Wyoming,83.125,4429,4529,152.9947917,239000,3.031221582,7500,0.938674812,1100,148,,,,,10.55041425,11.05613377,13.38,554,434,225600,193900,1198,0.922
6/30/17,Alabama,91,27201,28168,95.29988852,189900,3.126465607,5100,0.682982356,1000,77,30.92,59.63,,,12.4058989,13.97900763,10.08,6212,5221,136800,125300,1002,0.648
6/30/17,Alaska,75.375,3169,3584,166.0769231,276000,2.507103064,6500,1.234829416,1600,183,,,,,14.85744817,17.81259994,12.18,744,539,3.07E+05,268400,,1.278
6/30/17,Arizona,69.25,30171,29450,142.3594092,269000,1.935060676,5000,0.900402414,1370,134,7.54,87.27,,,17.96276188,17.30804438,14.19,15350,13087,2.27E+05,224000,1294,0.824
6/30/17,Arkansas,84.25,15988,16288,92.23674097,160000,3.390979993,5100,0.749840459,1075,77,22.45,69.34,,,12.12079797,13.46819143,10.24,3837,3042,135200,120000,946,0.628
6/30/17,California,54.5,61910,65135,297.4915947,499900,2.777777778,14901,1.856148492,2682.5,330,7.2,88.15,93.07,6.93,12.22399938,12.64855004,17.15,50275,39642,452400,504600,2449,1.58
6/30/17,Colorado,52.25,20169,22674,224.3914807,4.00E+05,2.564102564,10000,1.385514937,1845,209,5.35,91.31,96.16,3.84,12.87608885,14.58778983,14.74,12883,10038,324700,334500,1844,1.186
6/30/17,Connecticut,96,18215,20628,172.5163516,319000,3.460207612,10000,1.372369625,1800,153,34.42,50.61,,,15.20295994,18.11816771,11.57,4704,3556,225800,244200,1755,1.182
6/30/17,Delaware,91.75,6225,6352,141.0856912,275000,3.028808837,7400,0.904761905,1350,143,27.43,64.21,,,14.91386529,16.78412027,12.84,1678,1410,220900,222200,1398,0.932
6/30/17,DistrictofColumbia,55.25,1200,1332,520.7188645,565950,3.077396595,20000,3.024193548,2650,491,14.83,74.79,,,16.07040301,17.00725115,16.72,819,720,528700,541100,2680,2.28
6/30/17,Florida,94.75,137260,134863,157.1083172,279900.5,2.777777778,9000,1.267217631,1700,132,10.73,84.03,,,15.47554051,14.98701075,11.09,48617,40330,203300,208700,1545,1.058
6/30/17,Georgia,70.5,49973,52686,107.1165644,235000,2.777237651,7900,0.772081532,1342,89,19.13,73.64,,,12.67039956,13.63413929,10.42,20528,17230,171300,155900,1232,0.718
6/30/17,Hawaii,80.25,6515,6622,486.5319865,610000,3.232758621,15450,2.419354839,2350,480,10.49,83.19,,,10.02592686,10.26490066,20.01,1629,1431,,608500,2450,1.968
6/30/17,Idaho,58,8374,9214,138.2352941,272900,2.732474964,7900,0.854886286,1200,119,,,,,13.03932809,14.9257009,13.04,3429,2479,203300,192800,1208,0.76
6/30/17,Illinois,84,51899,55552,138.8888889,224900,2.951475738,7000,1.257377788,1625,131,24.77,65.65,,,16.40986522,18.14582646,9.6,23816,18991,190200,168800,1483,1.116
6/30/17,Indiana,68.25,22107,23291,94.51219512,165000,3.061849357,5000,0.783060248,1075,80,,,,,14.69576673,16.33154726,9.08,13053,9890,,121500,1099,0.726
6/30/17,Iowa,73.25,12201,12578,128.8551735,175000,3.200702217,5000,0.990675991,1095,107,31.34,58.85,,,11.45473152,12.96080888,9.99,5031,3612,,127400,1050,0.884
6/30/17,Kansas,62.75,10648,11258,110.6983655,174900,3.225806452,5050,0.87357331,1100,,,,,,14.03818335,15.67394535,9.96,3657,2832,,125500,1055,0.772
6/30/17,Kentucky,68.5,15720,16564,105.2197802,172900,3.290322581,5044,0.845665962,1100,97,19.83,73.35,,,12.08949652,13.71039384,10.45,5270,4138,147100,134700,1060,0.784
6/30/17,Louisiana,76.5,18009,18480,117.1269513,205000,3.050108932,6000,0.92213439,1300,97,,,,,15.50328469,16.73573357,,4326,3423,163900,,1269,0.77
6/30/17,Maine,87.25,8101,9077,160.4166667,230000,4.168403501,10000,1.350675676,1752.5,159,33.05,56.22,,,11.22533567,13.75194603,11.09,,,,204800,1478,1.144
6/30/17,Maryland,83.25,20690,22375,178.3345615,307500,2.982835373,10000,1.314813074,1750,174,25.95,59.54,,,17.00864494,18.77957413,12.53,14177,10097,260900,268400,1765,1.198
6/30/17,Massachusetts,71.5,15634,18233,243.508982,429000,3.159720133,11000,2.723004695,2600,234,8.65,84.78,,,12.42392268,14.77471381,14.33,10018,6498,349600,374900,2196,1.376
6/30/17,Michigan,67.5,41562,43938,121.8860093,169900,3.846893633,6845,0.976610488,1100,103,14.47,80.42,,,13.01739262,14.4249436,9.82,21674,18565,,133500,1114,0.902
6/30/17,Minnesota,67.25,18467,20658,173.5845286,249900,3.031221582,10000,1.239098745,1495,168,14.75,78.72,,,13.35357911,15.45682423,11.75,13009,9154,216700,207900,1433,1.17
6/30/17,Mississippi,89.75,12069,11968,91.28630705,175000,3.39201374,5100,0.761904762,1100,70,,,,,12.05340795,13.2080313,8.77,2091,1727,,113500,1049,0.67
6/30/17,Missouri,65.5,28325,30076,108.1825334,169900,3.342541436,5400,0.83306641,950,104,,,,,12.69498169,14.46872194,10.67,9465,7591,160700,140900,1081,0.84
6/30/17,Montana,70.75,6225,6734,180.7549176,299900,3.50877193,10000,1.037735849,1200,160,,,,,9.664224938,11.21190131,13.48,1406,951,252200,202500,1240,0.968
