Date,RegionName,DaysOnZillow_AllHomes,InventorySeasonallyAdjusted_AllHomes,InventoryRaw_AllHomes,MedianListingPricePerSqft_AllHomes,MedianListingPrice_AllHomes,MedianPctOfPriceReduction_AllHomes,MedianPriceCutDollar_AllHomes,MedianRentalPricePerSqft_AllHomes,MedianRentalPrice_AllHomes,ZHVIPerSqft_AllHomes,PctOfHomesDecreasingInValues_AllHomes,PctOfHomesIncreasingInValues_AllHomes,PctOfHomesSellingForGain_AllHomes,PctOfHomesSellingForLoss_AllHomes,PctOfListingsWithPriceReductionsSeasAdj_AllHomes,PctOfListingsWithPriceReductions_AllHomes,PriceToRentRatio_AllHomes,Sale_Counts,Sale_Counts_Seas_Adj,Sale_Prices,ZHVI_AllHomes,ZRI_AllHomes,ZriPerSqft_AllHomes
9/30/17,Maryland,96.25,20887,22665,177.9324056,303000,3.020134228,10000,1.294267709,1700,176,24.36,62.12,,,16.90834222,19.14024914,12.65,10532,9665,256900,271500,1776,1.202
9/30/17,Massachusetts,76.25,15322,18705,242.1501788,419900,3.178947368,10100,2.460260033,2500,237,8.31,85.43,,,13.89500471,17.60537113,14.44,7148,6451,351600,380500,2195,1.382
9/30/17,Michigan,73.5,39917,47186,121.7342968,169900,3.768022861,5900,0.967741935,1100,106,15.86,78.58,,,14.0735032,16.12150489,9.78,19958,18440,,135200,1123,0.91
9/30/17,Minnesota,72.25,18201,21918,170.9401709,249000,2.991799758,8000,1.237280974,1495,169,16.79,75.1,,,14.54381022,17.47925608,11.79,10423,9489,2.17E+05,210000,1434,1.18
9/30/17,Mississippi,87.25,11936,12166,90.71197831,175000,3.572704537,5400,0.75,1100,71,,,,,12.10625109,12.69933878,8.81,1442,1440,,114600,1047,0.672
9/30/17,Missouri,69.75,27843,30617,107.0833333,169900,3.229866466,5000,0.846688583,975,104,,,,,12.62931924,14.26802081,10.58,7806,7481,163300,142000,1093,0.844
9/30/17,Montana,81.75,6222,6970,181.0123028,299500,3.266129032,10000,0.999445061,1200,160,,,,,9.690997178,11.3020736,13.42,1157,981,258700,203500,1252,0.986
9/30/17,Nebraska,61.25,4374,4941,130.0914381,198000,3.11212503,5100,1,,111,11.74,82.5,,,15.00231779,18.06768559,9.94,2014,1829,167800,153100,1279,0.93
9/30/17,Nevada,60.75,13306,14524,154.3434046,295000,2.223210316,7500,0.869360902,1350,144,3.47,94.62,,,11.51932533,13.39491917,15.23,6069,6164,252300,250700,1337,0.834
9/30/17,NewHampshire,76.75,5931,7518,155.5555556,279000,3.461416777,10000,1.264970597,1650,152,12.65,80.8,,,11.11421918,13.77192273,11.68,,,,249100,1722,1.118
9/30/17,NewJersey,116.5,44857,48305,173.6111111,299000,3.637686431,10000,1.428571429,1900,182,23.02,65.74,,,14.27368782,16.06104758,11.99,15952,14025,257100,308400,2070,1.248
9/30/17,NewMexico,87,11418,12344,131.121643,222900,2.985074627,6000,0.871559633,1200,95,,,,,13.72521588,15.2435246,12.05,2340,2153,193400,173500,1184,0.678
9/30/17,NewYork,120.5,61267,67299,176.4705882,339000,4.006677796,10000,,3600,141,22.6,70.33,,,10.70136855,12.71867181,10.75,17980,16163,286200,304300,2160,1.186
9/30/17,NorthCarolina,75.75,48443,51599,121.8169628,249900,2.805611222,7000,0.775862069,1250,104,18.06,74.61,,,10.82306759,11.91356032,11.33,16843,15515,181500,163600,1187,0.754
9/30/17,NorthDakota,86.625,3500,3752,,,2.941176471,6500,0.888749011,1170,179,,,,,14.31879272,17.60076775,12.92,747,663,224300,201100,1340,1.088
9/30/17,Ohio,71.25,36825,41682,98.03785935,154900,3.573981415,5000,0.84841629,1050,88,19.54,73.28,,,13.78179397,15.58978834,9.4,19433,17218,126800,128800,1123,0.792
9/30/17,Oklahoma,83.5,19746,20729,98.76943005,179900,2.638963816,5000,0.773195876,995,79,35.42,54.07,,,16.14396579,17.45386643,9.71,4630,4422,136900,116100,954,0.68
9/30/17,Oregon,67.75,14534,17424,200.050025,353992.5,2.941176471,10000,1.210534381,1750,201,9.75,84.76,,,13.85688505,16.41051858,15.3,6574,6043,304600,314300,1686,1.112
9/30/17,Pennsylvania,88.25,50153,55078,117.7707006,189900,3.50877193,6000,1.024390244,1300,116,26.51,63.42,,,15.16775541,17.50653324,10.74,15773,14830,162100,161000,1231,0.902
9/30/17,RhodeIsland,85.75,4060,4602,195.0743494,299000,3.586206897,10000,1.454081633,1850,185,8.2,86.51,,,12.98441009,15.81409857,12.5,,,,259000,1670,1.248
9/30/17,SouthCarolina,87.75,28583,29564,121.7313433,239000,2.64477536,5400,0.908447403,1310,95,25.28,66.66,,,12.32318712,13.01303772,10.06,8335,8344,166200,145800,1205,0.8
9/30/17,SouthDakota,,3152,3417,143.5498651,215000,2.99298298,6000,0.891262755,1100,143,,,,,12.2179567,14.48275862,11.57,,,,174900,1223,1.018
9/30/17,Tennessee,72,27863,30388,119.2473619,225000,2.986188876,6000,0.833333333,1295,93,,,,,11.37716162,12.44707489,10.31,10661,10061,170700,144500,1129,0.744
9/30/17,Texas,71.25,99370,104340,119.2810458,269000,2.564102564,7000,0.901866333,1500,97,,,100,0,14.53543254,15.88233555,9.87,32243,29857,218200,171100,1432,0.852
9/30/17,UnitedStates,77.75,,,,,,,,,,,,,,,,,,,,,,
9/30/17,Utah,61.75,8087,9140,171.6556148,329000,2.605400869,10000,1.008064516,1450,174,,,,,13.6436113,15.75527883,13.95,4997,4739,275400,255200,1516,1.044
9/30/17,Vermont,124.25,5559,6358,148.2632143,249000,4.631344943,10000,1.444444444,,164,18.41,74.35,,,8.478280076,10.19116344,11.46,932,838,,227100,1592,1.152
9/30/17,Virginia,78.5,38514,41692,150.2648244,298000,2.564102564,9000,1.069824861,1600,146,19.72,66.82,,,14.76172436,16.71777342,13.2,10441,10122,261600,245900,1528,0.942
9/30/17,Washington,55.875,17786,22026,206.5690223,350000,3.016703532,10000,1.306122449,1995,208,4.16,93.72,,,9.90263463,12.3977159,15.32,12218,11172,327800,344100,1817,1.122
9/30/17,WestVirginia,100,9584,10327,90.92616482,150000,4.444444444,6000,0.75136612,1000,74,44.48,48.22,,,12.75508636,14.19066937,9.27,702,665,145600,102300,855,0.668
9/30/17,Wisconsin,77.5,27711,31801,129.6914358,194900,3.449465333,6000,0.984798337,1150,114,18.8,73.33,,,11.2627067,13.38911107,11.49,7883,7236,171300,167700,1177,0.918
9/30/17,Wyoming,84.5,4623,5068,153.8461538,239000,3.258145363,8000,0.902777778,1100,149,,,,,10.97915095,12.288,13.5,520,482,243400,196200,1167,0.912
10/31/17,Alabama,98,26351,26649,95.94882729,192394,3.147699758,5000,0.689920328,995,76,31.03,59.93,,,12.53690993,13.03365072,10.13,5392,5354,137800,126200,1011,0.65
10/31/17,Alaska,92.25,3377,3568,165.5555556,275000,2.401982069,6000,1.186384666,1600,184,,,,,15.62415964,16.95224207,12.41,555,534,310200,270700,,1.27
10/31/17,Arizona,68,28066,28517,145.8413185,269990,1.905687393,5000,0.888791696,1350,138,8.88,86.12,,,17.0964401,18.56607708,14.38,12578,12694,229700,229600,1320,0.84
10/31/17,Arkansas,93.5,15841,16263,93.65443425,164900,3.451190744,5100,0.734487327,1000,78,26.33,65.49,,,11.97950496,12.44626612,10.34,3257,3247,139100,121500,954,0.63
10/31/17,California,61,57340,63499,299.8274342,499990,2.634351949,11000,1.851851852,2650,337,7.86,87.68,,,12.48281305,14.19406576,17.29,40056,39338,458200,516500,2479,1.602
10/31/17,Colorado,59.25,18466,20816,227.5413712,407032.5,2.352941176,10000,1.374885426,1800,215,7.39,88.07,,,13.73779238,15.0058715,14.91,10871,9825,332900,340900,1875,1.202
10/31/17,Connecticut,104.75,19878,21744,168.8344595,309900,3.584229391,10000,1.315789474,1700,155,32.15,54.2,,,16.919347,19.33443997,11.49,3673,3341,232300,246400,1766,1.184
10/31/17,Delaware,98.75,5641,5996,139.9333333,275000,2.857714421,7000,0.892857143,1300,145,22.3,74.37,,,14.11808405,16.35361883,13.34,1368,1354,227200,225300,1411,0.94
10/31/17,DistrictofColumbia,58.5,1351,1430,518.0953385,560000,3.356766257,20000,2.96,2550,493,24.35,63.2,,,15.34400006,18.43047867,16.62,822,771,518400,541800,2674,2.284
10/31/17,Florida,98,129944,126508,158.3143508,279900,2.782608696,8000,1.322751323,1795,135,15.42,78.58,,,15.07675306,15.30417206,11.39,38286,37135,205800,214200,1548,1.064
10/31/17,Georgia,81.5,49266,50642,108.1269903,239000,2.857142857,7000,0.770911471,1300,92,17.6,75.64,,,12.54277355,13.40251572,10.51,16186,16359,172600,159800,1255,0.73
10/31/17,Hawaii,85.25,6409,6302,493.8672716,599000,3.036424242,15000,2.425876011,2295,483,13.55,79.3,,,9.732921145,9.836245741,20.2,1749,1549,,612500,2390,1.956
10/31/17,Idaho,66,8521,9525,138.4646731,269000,2.70343336,6000,0.856873066,1250,124,,,,,12.82781914,14.29871805,13.33,2879,2830,218100,201000,1239,0.784
10/31/17,Illinois,94.5,53449,57352,134.5959596,210900,2.942907593,5339.5,1.230769231,1595,132,29.57,60.8,,,17.53037734,19.44978668,9.61,18499,17564,181300,169900,1493,1.128
10/31/17,Indiana,74,21745,23754,95.34036924,166500,3.024260788,5000,0.789553915,1050,80,,,,,15.71465235,17.46704331,9.13,8926,8738,,123300,1112,0.734
10/31/17,Iowa,75.625,12569,13596,125.1678877,168999,3.157894737,5000,0.996944444,1080,110,33.32,58.11,,,12.42453966,14.42386336,10.12,3056,3188,,129200,1055,0.884
10/31/17,Kansas,66.5,10746,11386,109.1924835,170000,3.272727273,5000,0.827129859,1000,,,,,,13.94509741,15.58760172,10.15,2849,2879,,127200,1039,0.77
10/31/17,Kentucky,74,15862,17012,105.0510017,169999,3.278688525,5000,0.840980861,1050,99,21.7,71.05,,,13.92499335,15.20216943,10.49,4482,4500,150100,137200,1082,0.792
10/31/17,Louisiana,89.75,19186,19533,115.8695652,204900,3.106796117,5900.5,0.9,1200,97,,,,,16.99436374,17.43353783,,3195,3441,165200,,1264,0.766
10/31/17,Maine,93.75,8275,9071,159.17168,229900,3.859899929,10000,1.257545272,1600,164,21.18,71.68,,,11.98225024,13.22126306,11.35,,,,211100,1500,1.144
10/31/17,Maryland,97.75,21613,22390,177.5283529,3.00E+05,2.949852507,10000,1.28540305,1700,176,26.08,60.88,,,16.94235533,19.25375048,12.72,10585,10211,259200,272300,1779,1.202
10/31/17,Massachusetts,75.5,15452,18451,242.7918002,419900,3.168359323,10000,2.399878493,2450,239,8.65,85.29,,,13.819535,17.4443283,14.56,6971,6554,3.54E+05,382400,2194,1.382
10/31/17,Michigan,76.75,40033,45008,120.6551724,169000,3.715878917,5100,0.959645669,1100,107,16.35,78,,,14.18759192,15.70647842,9.84,20121,18188,,136100,1125,0.914
10/31/17,Minnesota,74,18203,21112,169.7690217,248900,2.942474685,7450,1.235385692,1495,170,17.6,74.21,,,14.52535449,16.66718357,11.85,10077,9592,216900,210900,1437,1.186
10/31/17,Mississippi,87.75,11745,11915,91.24390107,176697.5,3.488372093,5000,0.748987854,1100,70,,,,,12.30615325,12.54348408,8.83,1301,1372,,114300,1049,0.672
10/31/17,Missouri,71.75,27767,29840,106.5116103,169000,3.335557038,5000,0.8382643,950,105,,,,,13.36654708,14.58755303,10.65,7872,7697,163400,142600,1098,0.846
10/31/17,Montana,89,6203,6574,180.940136,299000,3.225985663,10000,0.979068197,1200,161,,,,,10.07046206,10.38845508,13.5,1039,1007,259500,204500,1246,0.988
10/31/17,Nebraska,62.25,4411,4932,129.8409498,195000,3.010033445,5000,0.997474747,,112,12.38,81.73,,,15.99477379,18.62320801,10.02,2054,1894,168100,154400,1278,0.932
10/31/17,Nevada,61.75,13244,14180,155.2439322,297495,2.265633691,7900,0.871875,1350,146,3.19,95.33,,,11.85708227,13.8062954,15.45,5569,6019,254300,254000,1341,0.84
10/31/17,NewHampshire,80,6038,7160,156.5662651,279900,3.335557038,10000,1.270417423,1650,153,12.81,80.92,,,11.42720243,12.99078184,11.74,,,,250500,1725,1.122
10/31/17,NewJersey,119.5,44838,47182,173.3472766,299000,3.59869421,10000,1.420454545,1850,183,24.46,65.07,,,14.90559826,16.45837426,12.13,16359,14851,253900,310200,2072,1.252
10/31/17,NewMexico,92,11405,11998,130.2606484,219900,2.98989232,6000,0.860323887,1200,95,,,,,13.59325874,14.30663441,12.15,2266,2203,1.94E+05,174300,1183,0.68
10/31/17,NewYork,124.25,61638,66378,178.2253473,339900,3.980789755,10000,,3295,142,22.1,71,,,10.99986482,12.53707895,10.67,17581,16280,292200,305700,2160,1.19
10/31/17,NorthCarolina,79,48995,51550,122.4861111,250000,2.833333333,7000,0.774976751,1250,104,19.79,72.87,,,12.43002797,13.1551156,11.4,16610,16880,182200,164500,1190,0.754
10/31/17,NorthDakota,92.5,3500,3713,,,3.031221582,6000,0.904605263,1172.5,179,,,,,15.10246462,17.80250348,12.99,740,647,227100,201200,1334,1.082
10/31/17,Ohio,74.5,36847,40372,97.77261336,154900,3.636363636,5000,0.841165414,1025,89,21.02,71.67,,,14.71579977,16.07187696,9.46,19153,17860,127700,129500,1123,0.794
10/31/17,Oklahoma,87.25,19647,20182,98.48731884,179000,2.724265524,5000,0.765306122,995,79,36.88,53.03,,,17.24985992,18.1719788,9.81,4138,4514,137100,116600,955,0.682
10/31/17,Oregon,72,14615,16546,200.8032129,354900,2.898550725,10000,1.18572695,1749,202,11.81,82.11,,,13.92059853,15.51554272,15.34,6482,6170,305200,315500,1694,1.116
10/31/17,Pennsylvania,89.25,50169,54136,118.3229814,190000,3.449465333,6000,1.018184389,1300,117,27.19,62.98,,,15.15519299,17.18236442,10.83,15050,14715,160500,161900,1233,0.904
10/31/17,RhodeIsland,87.5,4118,4494,193.7015504,289900,3.58083301,10000,1.428571429,1850,187,9.37,85.3,,,12.77052347,15.51888289,12.6,,,,260900,1673,1.25
10/31/17,SouthCarolina,90.75,28748,29347,122.1052632,239900,2.52674033,5100,0.900277008,1300,96,27.16,64.71,,,14.07297279,14.5907229,10.1,8657,8672,166500,146900,1206,0.802
10/31/17,SouthDakota,,3175,3398,145.137881,217000,3.076923077,6000,0.909090909,1100,143,,,,,12.29744955,14.05764967,11.69,,,,175700,1218,1.018
10/31/17,Tennessee,74,28235,30074,119.2098093,225000,2.927536232,6000,0.829694323,1260,93,,,,,12.93014614,13.73493976,10.35,10790,10424,171600,145200,1130,0.746
10/31/17,Texas,76.75,98678,101644,119.5028681,269000,2.631578947,7000,0.89707271,1495,98,,,,,15.99484567,17.18587908,9.92,32496,30843,217100,171900,1434,0.852
10/31/17,UnitedStates,80.25,,,,,,,,,,,,,,,,,,,,,,
10/31/17,Utah,62.5,8156,8984,171.3305174,329900,2.463414634,9900,0.995615022,1425,175,,,,,13.96424126,15.17580872,13.97,4824,4976,280700,256700,1526,1.048
10/31/17,Vermont,130.625,5542,6113,148.4118034,249000,4.605263158,10000,1.502083333,,163,19.71,72.26,,,8.762022125,8.899082569,11.31,1089,862,,226600,1601,1.148
10/31/17,Virginia,81.75,38541,39973,150.7430576,299000,2.564760195,8000,1.061841488,1600,147,21.13,65.23,,,14.98129355,16.52631762,13.25,10667,10445,257400,246500,1531,0.944
10/31/17,Washington,58.75,18198,21392,205.4263566,350000,2.985101359,10000,1.288501676,1950,210,4.99,92.74,,,10.87115716,12.67204448,15.4,11760,11410,3.29E+05,346600,1829,1.128
10/31/17,WestVirginia,100.75,9644,10118,90.72680108,149900,4.487179487,5400,0.747735452,975,74,44.38,47.2,,,12.71342789,13.67216043,9.27,668,672,144600,102800,847,0.666
10/31/17,Wisconsin,80,27668,30223,129.0856521,194000,3.350083752,5100,1.019396251,1200,115,17.53,74.97,,,11.90122377,13.08841908,11.56,8140,7368,174400,168700,1177,0.918
10/31/17,Wyoming,91.5,4540,4714,153.2412557,238000,3.095975232,7000,0.912177115,1000,149,,,,,11.00902217,11.46507666,13.62,526,499,259900,196400,1154,0.906
11/30/17,Alabama,101,26143,26105,94.55184534,189900,3.24412027,5000,0.694444444,995,76,31.18,59.83,,,12.85079676,11.26297846,10.16,4536,5298,1.37E+05,126500,1014,0.652
11/30/17,Alaska,102,3403,3321,164.7482014,273000,2.26969697,5100,1.1875,1595,184,,,,,15.08745305,13.09378806,12.58,443,523,316400,271500,,1.262
11/30/17,Arizona,67,27626,29028,146.5397768,270000,1.78799276,5000,0.891260601,1350,139,9.64,85.3,,,17.40547381,17.2379846,14.49,11739,13603,233300,230800,1325,0.844
11/30/17,Arkansas,97,15621,15955,93.3460088,163900,3.426614481,5000,0.735147059,1000,79,26.69,65.53,,,11.74403337,10.5003889,10.41,,,,122100,954,0.632
11/30/17,California,62,56736,59949,297.7896254,499000,2.597402597,10100,1.851851852,2600,340,8.53,87.17,,,12.23691314,11.83443956,17.4,36837,40332,463200,520500,2487,1.608
11/30/17,Colorado,60,18303,18375,226.878467,4.00E+05,2.336888297,10000,1.38101983,1800,216,8.44,86.65,,,11.90756548,10.38806144,14.97,9465,10383,335900,342900,1878,1.204
11/30/17,Connecticut,109,19941,20233,167.9621849,3.00E+05,3.581077703,10000,1.314673452,1700,155,33.03,53.44,,,16.23407915,14.2814448,11.52,3156,3360,234800,246800,1770,1.186
11/30/17,Delaware,102,5678,5952,140.6666667,275000,2.941176471,7000,0.894736842,1300,149,21.12,75.56,,,15.36285035,14.30425753,13.69,1307,1321,239100,230500,1418,0.94
11/30/17,DistrictofColumbia,56,1502,1747,514.7766323,550000,3.14527845,20000,2.89968652,2550,493,27.1,60.67,,,13.08484587,13.99051491,16.74,761,785,514600,543600,2662,2.278
11/30/17,Florida,99,129892,130903,159.7444089,284900,2.717391304,7900,1.334816463,1800,136,17.16,76.93,,,15.00690141,14.50137309,11.47,35429,37185,204500,215400,1546,1.064
11/30/17,Georgia,81,48491,48907,107.6429405,239900,2.831524935,6000,0.773195876,1300,92,19.35,73.62,,,12.42926521,11.39580577,10.54,14931,16335,175400,160300,1261,0.732
11/30/17,Hawaii,83,6348,6331,500.5780347,599000,3.333333333,15000,2.4,2300,486,14.69,78.11,,,10.38473473,9.649717514,20.27,1728,1772,,616600,2382,1.954
11/30/17,Idaho,71,8495,8491,138.7054161,272900,2.592592593,6000,0.853658537,1225,123,,,,,12.86605306,11.41322878,13.19,2090,2776,217400,200500,1241,0.788
11/30/17,Illinois,98,52762,53381,133.0955777,209900,2.942907593,5000,1.225,1575,132,30.56,59.89,,,16.65017478,14.91737491,9.68,17056,17547,182900,170100,1493,1.128
11/30/17,Indiana,77,21881,22743,95.2014652,164900,2.928257687,5000,0.791005291,1000,81,,,,,15.67488747,14.6165576,9.21,8012,8925,,124500,1116,0.736
11/30/17,Iowa,81.5,12465,12813,125.1428571,169000,3.290322581,5000,0.990634006,1089,111,31.69,59.63,,,12.11921725,11.23810509,10.23,3439,3321,,130000,1057,0.886
11/30/17,Kansas,68,10755,10898,107.5322812,169900,3.333333333,5000,0.830617645,1025,,,,,,14.1935093,13.12287019,10.19,2280,2845,,127800,1036,0.77
11/30/17,Kentucky,77,16049,16678,105.366223,169900,3.300330033,5000,0.840597758,1050,99,22.64,69.84,,,13.68840288,12.49409237,10.55,4172,4499,151300,137800,1083,0.792
11/30/17,Louisiana,95,19366,19497,116.0259313,204900,3.150276713,6000,0.892857143,1225,98,,,,,16.39653993,15.23706551,,2723,3289,1.67E+05,,1265,0.764
11/30/17,Maine,97,8357,8383,158.643326,229000,4.003202562,9000,1.258112914,1650,166,19.37,74.38,,,11.5664866,9.886352208,11.68,,,,213700,1492,1.138
11/30/17,Maryland,97,23100,24684,176.6169154,299900,3.125976868,10000,1.289317974,1695,177,31.47,55.23,,,14.97097263,14.00101379,12.73,11083,11077,263100,272600,1783,1.204
11/30/17,Massachusetts,75,15733,16750,242.4869092,419900,2.985743093,10000,2.390939597,2500,240,10.22,83.18,,,14.36200763,13.86734658,14.6,6894,7087,358100,383900,2195,1.386
11/30/17,Michigan,80,39909,41698,119.4857826,164900,3.82149269,5000,0.952743902,1095,107,17.67,76.55,,,13.51181538,12.6687256,9.94,,,,136900,1130,0.916
11/30/17,Minnesota,76,18114,18408,168.5018727,249900,2.949640288,6500,1.259689922,1499,170,19.48,71.8,,,13.1354434,11.71580817,11.9,9312,9869,218200,211400,1442,1.19
11/30/17,Mississippi,90,11648,12212,90.625,174900,3.649635036,5000,0.750144259,1100,71,,,,,12.67481335,11.24745763,8.84,1008,1244,,115700,1049,0.672
11/30/17,Missouri,73,27813,28447,105.8644266,165900,3.334444815,5000,0.836516425,950,106,,,,,13.12756491,11.63507545,10.73,7099,7824,162700,143400,1103,0.848
11/30/17,Montana,99,6169,6086,182.2643525,299900,3.031221582,8100,0.959542116,1200,162,,,,,9.359015359,7.822340073,13.7,795,976,260500,206500,1241,0.99
11/30/17,Nebraska,63,4471,4830,129.6248143,195000,3.032140691,5010,1.004743895,,113,14.02,78.63,,,15.67120217,15.43327939,10.1,,,,155400,1275,0.936
11/30/17,Nevada,63,13035,13504,156.1302043,299000,2.163537756,6000,0.86986778,1350,148,3.44,95.07,,,11.64105841,11.76808266,15.59,5142,6004,252600,256600,1346,0.844
11/30/17,NewHampshire,84,6186,6497,156.5833333,279900,3.457219523,10000,1.270417423,1650,154,13.85,79.61,,,11.59950301,10.2207527,11.86,,,,251800,1721,1.124
11/30/17,NewJersey,119,44904,45148,169.9463327,289900,3.720623428,10000,1.41509434,1875,183,26.99,62.49,,,15.24570891,13.63239008,12.21,,,,311000,2073,1.254
11/30/17,NewMexico,98,11329,11505,128.8350203,219000,2.996254682,5500,0.85589172,1200,97,,,,,13.52482539,12.05231802,12.25,2056,2294,196100,176700,1184,0.682
11/30/17,NewYork,131,61616,62563,179.2824074,340000,4.04040404,10000,,3295,143,23.57,69.28,,,11.46481632,10.15884452,10.74,,,,306900,2162,1.192
11/30/17,NorthCarolina,81,49105,49601,122.523935,250000,2.717391304,5900,0.775735172,1250,105,21.24,71.47,,,12.20012725,10.86851043,11.51,15614,17438,183700,165300,1194,0.756
11/30/17,NorthDakota,99,3484,3550,,,2.865329513,6000,0.879464286,1170,179,,,,,13.30348432,13.67263317,13.07,717,634,2.24E+05,201300,1331,1.076
11/30/17,Ohio,77,36923,38524,96.70549243,149900,3.77213241,5000,0.836839892,1000,89,22.39,70.12,,,14.55466091,13.37253284,9.55,,,,129900,1124,0.794
11/30/17,Oklahoma,97,19629,19935,98.92086331,178900,2.717759948,5000,0.762094102,995,80,38.33,51.87,,,15.90411838,14.51511828,9.89,4346,4786,136600,116900,956,0.682
11/30/17,Oregon,75,14513,14730,200.3326989,350000,2.819109011,10000,1.180555556,1695,203,13.13,80.12,,,13.86275227,12.58306126,15.39,5610,6277,3.11E+05,316900,1699,1.118
11/30/17,Pennsylvania,88,50230,52143,117.8251338,189950,3.572704537,5100,1.01590106,1300,117,28.87,61.27,,,15.34468342,13.99652745,10.9,13519,14305,159100,162600,1236,0.904
11/30/17,RhodeIsland,87,4131,4201,192.7156124,289000,3.572704537,10000,1.408760256,1800,188,10.78,83.87,,,13.93396333,13.5256521,12.79,,,,262900,1668,1.248
11/30/17,SouthCarolina,96,28895,28871,121.7360621,239900,2.537393343,5100,0.906237687,1300,97,27.46,64.27,,,13.38253721,12.29708853,10.15,8134,8650,164600,147300,1209,0.802
11/30/17,SouthDakota,,3199,3224,145.0175401,217000,2.942907593,5500,0.923250173,1150,144,,,,,11.86501235,11.17505995,11.83,,,,176900,1212,1.014
11/30/17,Tennessee,76,28661,29768,119.6841755,225000,2.861230329,5500,0.834344298,1272.5,94,,,,,13.06435595,12.09231073,10.41,9851,10481,172700,145900,1135,0.748
11/30/17,Texas,80,98422,98609,119.6039216,269000,2.560112166,6800,0.899031812,1495,99,,,,,15.68215158,14.61209322,9.95,29414,33500,214100,172900,1438,0.854
11/30/17,UnitedStates,82,,,,,,,,,,,,,,,,,,,,,,
11/30/17,Utah,64,8124,8375,171.4189644,334890,2.439817843,8950,0.984990619,1400,177,,,,,13.72351168,12.98417894,14.03,,,,259200,1531,1.052
11/30/17,Vermont,122.5,5528,5658,148.5355649,249900,5.284025073,10000,1.458333333,,160,22.92,68.82,,,8.759740676,6.835515902,11.14,982,897,,225300,1614,1.146
11/30/17,Virginia,85,39216,39912,150.5705157,297000,2.597402597,7000,1.067515694,1600,147,25.46,60.5,,,13.94858347,12.89436817,13.27,9424,10634,257100,246500,1534,0.946
11/30/17,Washington,61,18253,18793,203.5511364,350000,2.877697842,10000,1.272727273,1920,211,5.88,91.62,,,10.5429454,9.597368421,15.53,10877,11786,333400,349100,1837,1.132
11/30/17,WestVirginia,101,9748,10015,90.47619048,149900,4.82509047,6000,0.745118855,990,74,44.37,46.17,,,12.21930037,10.98685334,9.27,599,663,149700,103300,849,0.67
11/30/17,Wisconsin,81,27502,27062,128.5,189900,3.416149068,5000,1,1150,115,18.03,74.53,,,11.20298944,9.516585465,11.66,6802,7469,172300,169100,1179,0.918
11/30/17,Wyoming,90,4427,4410,154.6378215,238000,3.490497076,7900,0.896579425,1075,150,,,,,9.770535178,8.417997097,13.69,451,505,2.59E+05,197700,1145,0.902
12/31/17,Alabama,,26086,24931,94.28862825,189000,3.334815515,5000,0.694444444,995,76,32.25,59.36,,,11.60000107,8.107120311,10.21,,,,127200,1018,0.652
12/31/17,Alaska,,3412,2940,164.6799107,269900,2.182612148,5000,1.166666667,1550,185,,,,,13.9376948,9.005186233,12.77,464,502,321700,272500,,1.254
12/31/17,Arizona,,27458,27804,147.0588235,270000,1.743552718,5000,0.892575039,1350,140,11.31,82.94,,,14.89846794,11.99897881,14.48,12713,13960,235800,231100,1329,0.846
12/31/17,Arkansas,,15609,15362,92.62378367,159900,3.785440613,5000,0.738427142,1000,79,28.03,64.43,,,10.71606504,7.51067014,10.43,,,,122500,956,0.634
12/31/17,California,,56537,52100,291.5012407,495000,2.590673575,10000,1.85326017,2600,343,9.08,86.6,,,11.04798047,8.302088392,17.48,36074,39737,461500,524000,2494,1.612
12/31/17,Colorado,,18404,15944,225,405000,2.40420872,10000,1.395,1800,217,9.64,85.06,,,11.22987507,7.104282081,15.02,9658,10614,3.41E+05,344500,1879,1.206
12/31/17,Connecticut,,19965,17728,166.6666667,299900,4.083299306,10000,1.317073171,1700,155,33.45,53.93,,,15.19448821,9.362695056,11.63,,,,246700,1772,1.186
12/31/17,Delaware,,5668,5438,140.654328,275000,3.03030303,6000,0.900344513,1300,154,18.4,78.05,,,14.05731045,9.683995923,14.58,,,,237400,1421,0.94
12/31/17,DistrictofColumbia,,1574,1558,500.3517342,535000,3.115837511,15000,2.941176471,2595,494,31.97,55.35,,,13.46709662,10.83511777,16.91,,,,545400,2647,2.27
12/31/17,Florida,,129786,131415,161.3319162,285000,2.794142087,7500,1.343363783,1800,137,19.21,74.53,,,13.26965977,11.4461352,11.41,,,,216000,1546,1.066
12/31/17,Georgia,,47900,46354,107.5914634,239000,2.777777778,5100,0.773396333,1300,93,21.44,71.36,,,11.13552225,8.363641762,10.56,,,,160800,1265,0.734
12/31/17,Hawaii,,6293,6218,508.0156252,610000,3.074433657,15000,2.436473005,2300,489,16.1,76.9,,,9.515536138,7.817393399,20.45,1715,1841,,620400,2373,1.95
12/31/17,Idaho,,8451,7644,139.4918876,277500,2.675615213,6000,0.840957072,1225,123,,,,,12.38881353,8.859020897,13.23,,,,199500,1242,0.79
12/31/17,Illinois,,52071,47620,130.6281267,199900,3.164946148,5000,1.231367466,1550,133,33.04,57.4,,,14.93246126,9.860569037,9.73,,,,170600,1494,1.13
12/31/17,Indiana,,21947,20748,94.50354036,163000,3.228844401,5000,0.782187781,999,82,,,,,14.08449405,9.86452007,9.39,,,,125500,1116,0.736
